Post,Emotion
Angelina Jolie's breakfast every single day RT @aminasution : Nowdays.. coffee and cigar is the best mate (A),Love
"A6 Bring back (A) some locally roasted coffee so that u can continue to have a ""taste"" of the place when you're back at your desk! #girlstravel",Desire
@paulapr @katybluewater lol (A) aye or we could go to the pub for a *alcoholic beverage* or tea / coffee etc ....,Joy
"Waves is celebrating (A) our 8th Anniversary this Friday, and we're celebrating (B) all week!! Visit us today for $1 Coffee!!",Joy
Just seen a man give his coffee and food to a man on the street. At least there's some good people (A) in New York.,Love
I go to get coffee at 9ish in the morning at the gas station sometimes and this dude is always there buying a shit load of beer (A),Other
"Still excited (A) I arrived on time this morning, meeting went perfect (B), my kids have perfect (C) attendance today, and a teacher brought me coffee.",Joy
@iamnotjillian I'm like just now functioning and I had coffee &amp; adderall... Idk how you're awake... (A),Other
"Thank gawd (A) my job offers an endless supply of coffee. Otherwise, I'm sure I would spend most of the day napping at my desk..",Joy
Need to get thru 5 clients starting at 2 and I've been up since 6am. (A) Ima have to really get some coffee or something and suck this one up.,Other
"If I were any more exhausted they’d have to peel my comatose body off this chair with a giant body-sized spatula. For now, coffee, c’mere. (A)",Desire
"You forget your filter on that one @emptydahl: I'm not addicted to coffee much (A).
It's my whole reason for bean...

* sorry""
#noreallyyourfine",Desire
I had some coconut water and followed it up with a coffee from Spot...somewhere in that mad concoction I discovered the fountain of youth (A),Other
"""Oh, me? I’m not 80% water. I’m 80% coffee, and a little bit of sass."" Zooey Deschanel... accurate description of myself (A)",Other
lls Cathy loves (A) coffee... Diane loves (B) penis? (See more of Cathy on Instagram: @meRyDoon) https://t.co/fFl3JNHkYJ,Love
@Veronica you really need to stop setting small fires in the alley next to the coffee shop just to see the firemen! (A),Joy
i went to the coffee shop after school with my friends and one of them tried to guess who i liked (A) for an hour,Love
Stopped at my sister's on my walk home to share coffee and play with the kids. Stayed for a backyard-fresh blt. (A),Joy
@PainfulAugustus studying to do and drank like 2 litres of coffee so now i cant fall asleep even if i wanted to xDDD (A),Joy
Umild + a cup of coffee + u know who ;) (A) #nicenoon (B) ★ (C) The Croods (at Komplek UNPAD Cigadung I) — https://t.co/miB3bDwOdm,Joy
@brandyorkshire : #EYorkshour - Little Organic Bakery Bridlington feature tomorrow on @BBCLookNorth  - award winning coffee!! (A),Love
"@tinyt1898 You can get smoothies, tea, yogurt, or coffee and they have these flavored bubbles you put in it. They're good! (A) It's in Texarkana",Love
@kimjaeejoong kkkk~ 100? it's like Kurawa brothers~xD (A) i can keep your secrets oppa xD (B) something like~ milk? of coffee? hahahahah (C),Joy
"I just heard Starbucks coffee referred to as ""go-go juice"" (A) by a gentleman in Fredricksburg, VA. I'd like to be his best friend. (B)",Love
"The OPC has opened my eyes to the joys (A) of bikes, freshly brewed coffee, and humus. #myjobiscoolerthanyourjob (B)",Joy
"I'll be writing a post judging Columbus coffee shops, ""dirty chai"" (chai + espresso shot) The truth must be told. (A)",Other
@jencat420 @ana5ta5i @RodeRobijn @arifgck7 @IceChrystalls1 @SOUNDS757 @MackPerryAitg @durooooooo yes!! coffee! thanks! (A),Joy
@LittleMixOffic #PerrieMove do u prefer starbucks or costa coffee? It wud be  cool if LITTLE MIX FOLLOWED ME PLEASE LITTLE MIX! 😃 (A) ☕🐯q,Joy
We had a great morning at survivors coffee today... (A) Ziggling It &amp; talking about the things that matter to us,Joy
@danayitt haha... (A) who drinks coffee this late.. unless he wanted to finish it off the sugar in the house..?? @Anteneh73,Joy
"@jlowrey13 someone just posted a pic and said it was red velvet and white chocolate iced coffee, I feel like this has to be amazing... (A)",Desire
@LukesOBriens 3 o'clock is good for us and it's up to you if you fancy (A) the chat over a coffee or pint mate,Desire
@Newsfop It's just that I LOVE (A) it so...  I love (B) to savor each and every drop.  And yes I am talking about coffee.,Love
Think Ima Drink (A) some Coffee a shit load of it then match up another beat with my lyrics called FAKERS that I wrote over a year ago B|,Other
@GibbyGabs let's have a viewing party and order tons of food and have giant platters of pop tarts and lots of coffee. (A),Other
"@BluestemBistro the liquid gold (A) you call coffee. Oh, and the best breakfast burritos in town (B)...(and secretly the cinnamon rolls!) #goodfood (C)",Love
"Drinking herbal tea has made my transition to a 9-5er so much more sane than if I had been drinking coffee all day, every day... fer sure. (A)",Other
@Forest_Adjacent why is there a steampunk coffee bar in valley village (A) also are you already back in LA???,Other
"Because sometimes it's just nice (A) to sit down with mom and dad in the morning, drink coffee &amp; talk",Joy
"Oh you know, that vibe when NAG  guys call you to set up coffee because of @dbndigitalday work, yea that kinda nice day. (A)",Joy
Been at work for an hour and all I've done is face time @brookeheld and chit chat with my boss over some coffee #1 hostess (A),Joy
@jason78mcr @luchaliverpool Get your #coffee from @boldstcoffee Just round the corner from #LunchaLibre #Liverpool and does @hasbean :-) (A),Joy
"Is it getting too cold for iced coffee? Just lie to me, and tell me it's not getting too cold for iced coffee. (A)",Desire
"Buying a coffee, just so I can use the toilet and not feel guilty. Caffeine jitters trump social awkwardness again. (A)",Other
@bryonywhiting @nigelmaggie @hugegills get that in a coffee Bry instead of milk it will change your life (A),Other
@simoncrowley2 Just different hours I'm not used to!  Not a morning person without coffee time!  Lol!! (A) ;-D (B),Joy
it might be because i've had two red bulls and and a coffee today but i'M ACTUALLY CRYING ABOUT JONNY &amp; JASPER'S MARRIAGE I'M SO HAPPY (A),Joy
Stopped by Starbucks with my manager and supervisor before work😋(A) even though we work at a coffee shop lol (B),Joy
@a76r didn't go G &amp; T went with Guinness and going to have a Chilean Pinot Noir then Grappa with coffee and malt to relax. (A),Other
"No yall must sleep 21SNLV ""@SwissBie: (1/2) Lmao (A) RT @ThatGirl_Wendy: *sips on coffee* RT Rorisang_N: Hai ill wait for you to sleep",Joy
Okay first the lady at Starbucks paid for my coffee now my teacher walks in with donuts wow I don't deserve this what's going on (A),Joy
"One perk to my girlfriend's new job having her start at 7 AM on Saturdays: Home, coffee made and wide awake for #TheFranchise! #GoHabsGo (A)",Joy
"@xenab_memon When ordering coffee,ask for a medium in a large cup.They'll likely accidentally over fill it n you'll get a cheap large :p (A)",Joy
@Colie_Jacks if you keep letting me see those beauties I'll be offering you some cream and a stir stick for that coffee soon! lol (A),Joy
"10 hours sleep,curry for breakfast,,pot of coffee, last nights american football to watch,before a ride to work down the coast rd.#sweet (A)",Joy
She looks so relaxed. (A) Like she can just walk into any grocery store just to have a cup a coffee and read the newspaper. (B),Other
"""@princessmvrisv: “@nelsonxdrums: coffee hella has to make me shit” @c0ffe3"" whoa (A) nelly was I too rough again",Other
"Written three things in the last week. (A) I think that's a record. Floors of esports events/by the water with coffee and cigarettes, conducive.",Other
"""@Ian_Collins_03: @FootballFact101 Muhammad Ali's coffee has more chance of staying in a cup than Arsenal."" LOL (A) oh my (B)",Joy
Okay false alarm. (A) The needle was just clogged with coffee grounds. I was able to clean it out with a paperclip. Whew! *wipes forehead*,Joy
Someone should tweet me a coffee. (A) And should also tweet me when my homework is done and I can go to sleep.,Desire
At the venue. Ready for more coffee.(A) #studiosessions (@ Amazon Photo Studio w/ 4 others) [pic]: https://t.co/1ZE3E4Uezg,Other
Let's see if I can make it through a full coffee without spilling it on my white shirt today. #challenge #accepted (A),Other
Tom Bergeron better come in here and order some coffee or his whole visit to Portsmouth will be worthless!! (A),Other
"Coffee shop 'Carrie' promotional stunt so epic and funny xD. (A) The chairs,tables,books move 'ooooooo its a girl with physic.powars",Joy
"Drinking coffee makes me talk a latte. It's funny (A) because it's a play on words, and it undeniably true. ☕️",Joy
I seriously (A) drink about 3-5 cups of coffee through out the day. Couple in the morning then decaf at night,Other
Ohh...that Sungmin_jo shi just uploaded a pic of MouseRabit (Yesung's coffee shop that Yun visited last week) ^_^ (A) on his ins,Joy
Recommendation for the morning: #pandora #GratefulDead #coffee #cigar it's gonna be a fine day oh yes (A),Joy
"@tlisboncbi Of course, you do! We're hunting him together for six years now. *chuckles (A) when I make some coffee and some tea*",Joy
"@OisinMcGann nice, (A) I like white (B).. Btw I have a great (C) image if you listing over coffee, remind me, will tweet it",Love
@jancoxmaine they won't stop me from starting with coffee very morning (A) - let's pretend this study didn't happen,Other
"Apparently the one thing my husband and I can split, aside from each other's patience and spaghetti, is coffee. Go figure. (A)",Other
"""Sometimes wonder if you wonder what it could have been like. When you're sitting there drinking coffee, are you thinkin of me""💕 (A)",Love
"What will you be having at the @penny_show coffee house tonight? I think I'll go for (A) a *15% coffea arabica + H2O, 85% microfoamed cow milk!",Desire
@FlipChicklet It will be nice (A) to get them done. I will have coffee and some guy running around the track outside to keep me company.,Joy
The hallway outside my classroom smells like coffee and I haven't had mine yet Jesus take the wheeeeeeel (A),Desire
"Update: coffee spill has been cleaned up. Thanks (A) to @Devontucek @ppaolantonio, also @jnnewt for documenting scene",Joy
Me and Haileigh are gonna make a store called FaceTime and the only thing you can do in there is drink coffee and FaceTime 👌(A),Joy
"@LinAyaLala …maybe it works… (A) ""@Thegooglefactz: Want to burn fat faster? A cup of coffee before a workout speeds up the fat burning process.""",Other
Mom just bought me a new dish set &amp; a new coffee pot for me &amp; Sweca's new home! I feel so old lol (a),Joy
Friday is a coffee day ... No matter how much I take a drink of coffee.. B'cz I can sleep lately tonight n wake up lately in the morning... (A),Joy
"Cheers (A) 🍻“@UberFacts: Before coffee became popular, beer was often served for breakfast in the United States.”",Joy
"If U know of a homeless Veteran, please do something 2 help them! Even if U buy them a cup of coffee 2 get them out of the cold, GBU!! (A)",Love
"I like (A) my weed like I like (B) my coffee, first thing in the morning and then all day until Im shaking violently. Now that's the perfect (C) amount",Love
@CoastCandleCo sure :) (A) we are moving into a larger office shortly so feel free to pop by for a coffee! Have a good weekend! (B),Joy
"This morning as Taylor woke up for work, I told him I made him a venti coffee. Lol (A) this Starbucks thing is getting to me.",Joy
Planning a 7am meeting after a 'school night' out.....? On reflection.....? #NeedMyBeautySleep &amp; a coffee (A),Desire
OMG (A) When did the @NaNoWriMo pep talks get little coffee mugs in the messages?? (Did I just...not pay attention before or something?),Other
Lovely coffee (A) &amp; catch up with my gorgeous (B) @MrJamesBennett and then lunch with my equally gorgeous (C) friend @patrickgeorge85 #foreverfriends (D) x (E),Love
Just down at echo coffee and overheard two elderly women talk about their medical marijuana cards. #whatisthis (A),Other
"A busy week started with coffee morning then lots of admin, business planning &amp; finances. As well as a nomination to @SelnetLtd Awards #busy (A)",Other
"""@sarebear_guetty: Bring me (A) donuts for breakfast so I know it's real #mylife"" and Starbucks. Can't forget the coffee. (B)",Desire
I applied for a few coffee jobs and others... Hoping for God's favor on any of them. 😊 (A) last time I was a barista I was 19! Fun (B),Joy
"@sendasignalback I don't drink coffee black so that probably factors in. It's not my favorite (A), but I like it more than the closer place.",Love
@EmmmaB i was 5 years off from the world in 1970.... don't forget to intersperse studying with copius amounts of coffee and cake (A),Other
"Spontaneously painting, netflixing and drinking coffee all while avoiding studying for my quiz that's in an hour. Holllla ✌️ (A)",Other
"Hip hip (A) for Friday and free coffee. @Kahwacafe is giving away coffee all day at its new location, 3928 Henderson Blvd. in #Tampa.",Joy
"Flying on cuban coffee, horny goat weed, and macca extract. Perhaps we need (A) to return to @BrowardCollege for some ""maths""... We will see....",Desire
"$SBUX + $TWTR=ability to spontaneously eGift your friends with ""tweet-a-coffee."" Hey, I do love coffee (A)... #justsayin",Love
Coffee from @ApeAboutCoffee pumpkin for soup from Leigh Court Farm and tacos from @ElgreengoSimon Good start to Saturday! (A) @Whiteladiesrd,Love
"@alyssa_mf I had the most amazing (A) pumpkin coffee this morning. Just plain coffee, nothing fancy, with the perfect pumpkin flavor. (B) MMM (C)",Love
@TenTonManMusic will need (A) some strong black coffee to see me through this long evening and I may even have some chocolate to sweeten my mood,Desire
Social Policy assignment underway.. 3rd in 3 weeks.. A night of coffee and writers cramp is on the way ha! (A),Joy
Almost spilled my coffee this morning but my secret Flash Gordon superhero reflex skills kicked in and a huge mess was averted! (A),Joy
@danicameron umm..... How about a mint chocolate mousse with a hint of chilli to cleanse after the curry? Or coffee and cardamom mousse. (A),Desire
@keeponrunning Yes... I often drink room temperature beer rather than chilled as I only drink good beer... (A) and good coffee. (B),Love
Spilt my coffee all over costa floor and got a free replacement because the waitress wants me #SeggyStrikesAgain (A),Other
@TrentHuntRP sure why not. i want (A) something warm in my tummy *handing you one and serving us juice and coffee*,Desire
"Hotttt lonnng shower, pop a Xanax, fresh ground Hawaiian coffee and a fucking spliff of that murder. (A)

Chillaxication- (B)",Other
TODAY I WILL go for a coffee and then to feminist society and then to the library to get some goddamn books (A),Other
"*mum brings home 2L ice coffee*

""It expires tomorrow so I expect it to be drunk""

""I volunteer as tribute!"" (A)",Other
"Between going to college and living in Seattle, I have developed a deep love (A) for local coffee shops #IOnlyGetTea (B) ☕️",Love
Walked the dog 3.2 miles (round trip) for coffee. Somehow spent $35 on other things. Forgot coffee. #Ineedcoffee (A),Desire
"We just bought: 'DOMINO SUGAR PACKETS - 100 Packs' . Yes, we will soon be serving coffee, tea, and hot chocolate at the Playhouse. (A)",Other
@Milodrums I think Tendo should be the co owner who frequents the place because of Yancy's coffee hahahaha (A),Joy
Papa says he's proud (A) to get to 70 and not have coffee affect his ability to sleep at night. Must have his cup of coffee after dinner!,Joy
I've had one cup of hot coffee from Starbucks my entire life. (A) Even during winter I still get cold drinks.. (B),Other
"Coffee, Imogen Heap - Just For Now, Sketch Book, Song Writing Book and Journal at the ready.. Tonight is a good night. (A)",Joy
"About to buy a coffee maker.. I don care if we aren't allowed to have them in our dorms, I'll hide it in my closet.. #noshame #coffeeaddict (A)",Desire
"Fighting to finish off this week. (A) I've had two cups of coffee, and energy drink, and I have eaten chic-fil-a twice",Other
I have a coupon for free coffee but I'm thinking of (A) just going too Starbucks... How does that happen?,Desire
@NourAgha Take a break. Go for a walk. Drink coffee. :D (A) Sleep on it. Start again. One of this week always work :) (B),Joy
Sitting in Mcdonalds drinking a coffee and on my iPad...closest place with free wifi in between visits (A),Other
"@jrreid11 *Laughing* (A) You may be onto something there, but far more people spend $$ on coffee than fro yo year round..",Joy
@LittleMixOffic #PerrieMove do u prefer starbucks or costa coffee? It wud be  cool if LITTLE MIX FOLLOWED ME PLEASE LITTLE MIX! 😃 (A)☕🐯y,Joy
"""@UberFacts: Before coffee became popular, beer was often served for breakfast in the United States."" Only in USA, can imagine! (A)",Other
@EllaTasm @suchprettyeyes haha (A) to be fair they were a sponsor who were providing the afternoon snack with coffee. Enjoyed (B) them a lot ;-) (C),Joy
"got home from school, got my free iced coffee from @DunkinPhilly since the eagles won yesterday, and ate a taco for lunch, good day (A)",Joy
"Lha ngono.i coffe time :D (A) ""@AgusAbrianto: Coffee Time with my brother , cheers (B) @virghia_one @Haykalwardana""",Joy
I really dnt feel like being at school today ..... I had my coffee tho &amp; I packed a pretty good lunch. (A),Love
Former U.S. President Teddy Roosevelt is said to have enjoyed (A) a gallon of #coffee every day. #history #facts,Joy
@JoshuaBauder It lasted an entire day (~8 hours) out of the office at coffee shops + cowork. No need for charger like usual. (A),Other
Mmm... (A) Primal Egg Coffee... just like the cavepeople used to make... in their Keurigs... from all those chickens they raised.,Love
"@Waynesaunders1 haha (A) I bet the first one u had was a coffee, good page is football form guide wen doing the accumaltors 👍 (B)👍 (C)",Joy
@helloSAMazing you wouldn't join? There's coffee. And we have brownies. #theyrenotmagic #buttheytastegood (A),Love
"smile (A) at girl I have never met in coffee shop. ""I was totally looking at your instagram this morning and you will NEVER know""",Joy
"And why i said glass rather than a cup...because i like (A) my coffee big, bittersweet and warm. Lesser hole for more warmness.",Love
"My favorite (A) was caramel coffee but it ran out, so I was forced to get toffee flavored. It's not bad (B) but tastes different. I guess.",Love
"“@HeatherWhittam: Working today, coffee shop is open @TheLights so come say hello” I might just do that - we'll see ;-) (A)",Joy
"ladies. no coffee please :) (A) ""@WeIlKeptSecrets: Drinking more than three cups of coffee a day can shrink a woman's breasts""",Joy
"Be brave, (A) fight (B) for what you believe in and make your dreams your reality,s, (C) Im surviving (D) on coffee and Fanta orangeœŒ",Other
@Love_CoffeeChoc that bag of coffee is like the travelocity Gnome... It keep appearing in the foreground of random shots (A),Other
@MissVioletRose I'm doing fantastic. (A) Just drinking my morning coffee and watching vh1 classic before I head into work :) (B),Joy
Bits of bright sky this morning :) (A) stunning (B) autumnal colours here in #Betwsycoed..lots of freshly made cakes &amp; warm #welshcakes &amp;illy coffee,Joy
Didn't drink coffee this morning bc I was supposed to get Starbucks. Didn't get Starbucks. In desperate need (A) for coffee,Desire
@JQuintNBA if you do start drinking coffee you should consider using a straw. #TakeItFromAnExpert #VeryAdvanced (A),Other
I'm forreal gonna need (A) a gallon of coffee or 6 red bulls to stay awake for tonight. I'm runnin on about 3 hours of sleep...,Desire
Patiently waiting on the slowest coffee pot in the world. Enters Dad us his righty whites and no teeth. #Priceless (A),Joy
"working on my ee, drinking coffee and listening to the ffx soundtrack. it feels like summer again... #iblyf (A)",Joy
"In Sweden, people often take coffee breaks during the day because they think it's important to their culture. I NEED (A) TO LIVE IN SWEDEN.",Desire
"@JJUJWorld please follow me and @poppy_staples we met you today and you gave us your coffee, we love (A) you #UnionJAlbumSignings 83",Love
"#randomactofkindness (A) I befriended (B) the homeless man named Fred, &amp; I happened to run into in LA so I bought him a cup of coffee again.",Love
@Sherlocks_Home lol. (A)  The difference in Time Zones makes it hard to keep up. Just woke up and going to have coffee and clean the house.,Joy
"☝(A) ✌ (B)👌(C) cheerrrssss! (D) 😁 (E) (with Rani, MO$E$, and 2 others at Black Canyon Coffee) [pic] — https://t.co/gCjEDwCGLN",Joy
"@caitlinmoran Makes it sound like a really odd pet name. As in: ""And how would you like your coffee this morning, my little erotickins?"" (A)",Joy
@tcgannon @the_learnaholic it also has about 15 Costa coffee counters at wetherby... (A) Ooh and there's a proper kiddy sized toilet too! (B),Other
"@JJUJWorld please follow me and @poppy_staples we met you today and you gave us your coffee, we love you (A) #UnionJAlbumSignings 74",Love
The people next to me on this flight have Burger King and all I've had today is coffee. Maybe they will share. (A),Desire
Drank 2 coffees already ... Haven't drank coffee in idk how long but fuck (A) 3 hours of sleep dam right I'm drinking all this coffee (B) 😁 (C),Other
"Coffee, toast and marmite then its DMs to the ready and a quick blast to town for chilli ingredients :0) (A)",Joy
"Had to walk all the way from Carey to 4th floor of Headmasters with a lidless, scolding cup of coffee. #SVCProblems (A)",Other
"What’s better than the succulent aroma of hot brewing coffee? (A)

The sweet sweet sleep that comes before it. (B)",Love
Thank God (A) konyagi haina hangover but it still makes coffee taste like...like...fuck it! This coffee tastes EPIC right now!!!,Joy
"How to get a gf - Get a job, get a car, take her out, don't be an ass hole, stay faithful, and buy her coffee. The end. You're welcome (: (A)",Joy
"thinking of my good friend Josh. the coffee he makes, oh my gosh! (A) Hot water poured thru fresh ground beans a beverage fit 4 kings &amp; queens.",Love
Went to pay for my coffee and realized I forgot my wallet in my room so the girl behind me paid for it. That just made my day (A) #payitforward,Joy
"I like (A) my coffee black, and my people who think they can cure poverty by getting a post to 1M Facebook likes, white.",Love
"You're always brilliant in the morning, (A)
Smoking your cigarettes and talking over coffee. #FoolishGames",Love
#RamNation tmrw is our first Coffee House of the year.Show some love (A) &amp; come to the caf tomorrow at 5pm for too much coffee.Admission is 3$,Love
"@ishitasood No she didn't reply only, so no coffee at ICH, you too ditched only :P (A) Yeah yeah, save and travel soon. :D (B)",Joy
RT “@BowtifulLife: Every now and then you just need (A) stop and take a moment to make yourself a cup of coffee.”,Desire
"mix hot chocolate with coffee, ryan gave me the idea and it's good.(A) it's like being 10 and 51 at the same time.",Love
@JJUJWorld PLEASE FOLLOW US WE LOVE YOU (A) @larryzayniam WE MET U TODAY YOU GAVE US YOUR COFFEE AND YOU SIGNED MY PHONE #UnionJAlbumSignings 41,Love
My theater prof. asked what we wanted to do and we said nothing so here we are on a field trip to get coffee in the UC #rightonnnnnn (A),Joy
I.predict that this guy on dont tell the bride will leave her for a dude..omg (A) he is camper than camp coffee !! WTF !?? (B),Other
"Want (A) free tea, coffee and gummy bears for lunch? @PwC_UK are out front at the Portland Building 1-3pm today! Got any questions for them?",Desire
Yawning as I try to convince myself that I'm really not that tired and I don't need (A) any more coffee #fack,Desire
Ja... [He watched @ScrewDaNether as he began to the make the coffee.] I'm glad (A) you remember the things I taught you.,Joy
You know what sounds wonderful? (A) Having a bible study at a coffee shop. Talk about a mood booster. (B) #randomthoughts,Joy
"Normally, after two cups of coffee, I can't successfully open door 27. How did I do it with zero coffee today (A)",Other
Had an absolutely fantastic time (A) at the Coffee & Tea Festival Philly this weekend. Working on followups and articles now!,Joy
Lunchtime at @border_bean today. Come and try our home-made cakes and soups (with the fantastic (A) coffee of course!),Love
"""@HulkHogan: @ViSalus  cookie,coffee and@ViSalus  shake = bad ass chest and back workout brother HH"" it works! And delish :-) (A)",Joy
S/o to @_tedilicious for introducing me to Red Velvet Coffee .... It might just be my newest addiction (A) 😁 (B),Desire
@duchessjorgee let's just grab coffee or shall we get guns and kill ourselves? lol do you want to stay at sb? :) (A),Joy
""" I don't know why people call me a hoe "" sweetie (A) grab some coffee &amp; sit down cause you need to reavaluate your life.",Love
In an effort (A) to increase my water consumption I'm matching coffee and water 1:1 This should be good for at least 1/2 gallon a day of water.,Other
"""She said to drink coffee before the test and the coffee machine is broken. So, we can't take the test."" Hahahaha!! (A) #butnoreally",Joy
"@vbs_tweets - Eating waffles on week days is cheating, by which we mean...well played. (A) But you're going to need another coffee there.",Joy
When someone says they are going to stop drinking coffee I laugh... (A) It's like an impossible sin to commit LOL (B),Joy
I went downstairs to make myself a coffee and looked out the back window. Turns out a random Husky was playing with my dog's toys outside. (A),Other
@Feathersssss lol. (A) Even down to individual packs of coffee. Matter fact I just thought up another hustle now.,Joy
"Time for the  ""Your Big Picture"" Coffee shop buddy on the way! Time to enjoy (A) a great day off! Namaste peoples",Joy
I have been outside for a good 5 mins and all of a sudden I get a whiff out coffee and it goes away. No other person was around 😳 (A),Other
"@thorntonschocs hot drinks are so nice! (A) coffee,mochas,hot chocs r as nice (B) as the top coffee shops...at less than half the price! #moneysense",Love
"@RLGriffinauthor I'd probably be drinking, but I have to drive the kids to school ;) (A) *shoves in another mini snicker* *guzzles coffee*",Joy
"@RosieMeleady Hi Rosie, possible to grab a coffee with you to chat the possibility of a partnership between your business and ours? (A) Thanks!",Other
"How is it possible to fall asleep with coffee, an energy drink, and sugar in your body? (A) Apparently its possible for me.",Other
Looking like a basic bitch with my circle scarf and coffee in hand. All I need are some uggs and I'd be set. 💁 (A),Joy
dropping in on the first night shift of the season. I'm predicting some heavy coffee consumption to get through the night. (A),Other
Drinking 3 or more cups of coffee a day can shrink a womens chest size..... well that explains it #happytuesday (A),Joy
"Cheers up!! (A) :) (B) (with Eric Alejandro, Rani, and 2 others at Black Canyon Coffee) [pic] — https://t.co/NyF0vn2aaU",Joy
"We have added pecan pie topped with whipped cream, and Café Du Monde Chicory Coffee to our repertoire. Nummers! (A)",Love
It feels like a #pcroissant morning! (A) Hot coffee and fresh croissants are calling your name! #tempe #bakery #breakfast,Other
"Some guy sped up to the front of the store, left his van on and ran inside. I'm thinking someone has a case of the coffee poops. (A)",Other
"I had a great (A) workout,  is it funny (B) that I am more busy today than I was last night at work.  Thank goodness (C) for Starbucks coffee.",Joy
"@JJUJWorld please follow me and @poppy_staples we met you today and you gave us your coffee, we love (A) you #UnionJAlbumSignings 51",Love
@JJUJWorld PLEASE FOLLOW US WE LOVE YOU (A) @larryzayniam WE MET U TODAY YOU GAVE US YOUR COFFEE AND YOU SIGNED MY PHONE #UnionJAlbumSignings 48,Love
I swear (A) I'm nocturnal. When all my family has gone up to be I go downstairs make both a cup of coffee and tea and just watch movies,Other
@fiyahwork a while ago I was getting up fast and my toes scraped against my coffee table and it cut into them deep :-) (A),Joy
A happier (A) discovery (or at least a less sad one): strong black Batangas coffee + a McDo caramel sundae = a rollicking (B) after-lunch treat :) (C),Joy
#ad @GeorgiaCoffee helps me live each day to the fullest! (A) What has inspired you to take on the day? #TodayAwaits #coffee #inspiration,Other
"Hedgehog sweater, very strong coffee, morning drive to work with Matt, and another day of training. #HappyTuesday (A)",Joy
"@AaronBishop I can point you some great coffee (A), guitar shops, restaurants, museums, or whatever your fancy is.",Love
"#KarlaHoffman I am so proud of myself, (A) I only spent $32,00, I was eedh #vallethor #5f5i #Poet_Carl_Watts Coffee time! )",Other
"Well the boys are all still sleeping, I have to say I do enjoy this quiet time. Raisin Toast &amp; Coffee :) (A) #breakfast",Joy
"“@NotCommonFacts: Coffee improves short term memory, creativity and alertness.” &lt;---I knew it!! Ha! (A) #fb",Joy
"@TimLaheyMD @winerip It wasn't one of those stories I enjoy w/ coffee on a Sunday AM. I couldn't budge, until I finished reading this. (A)",Love
@jaredhaase I will (painfully) admit that I spent roughly that amount on a coffee this morning. Crazy. (A),Joy
"Psst! If you haven't gotten your free coffee, Tylenol and chocolate yet--what are you waiting for?? (A) #solutions13 #curingheadaches",Other
I've now realized that I can wake up at 7 leave for school at 8:30 and still have enough time to get a coffee before class. #timemanagement (A),Other
"@Super6 @Stompe180 @swanspassion one of us wins = pint in the plume, coffee for hughes as im sure he'd prefer (A) one",Love
"Chocolate, coffee, &amp; men, They're better (A) when they're rich, #Chokinny person gain weight and show it backwards to you?",Love
"Great way to end the day, (A) ""@newrelic: last coffee break &amp; then we have @Rackspace's @jengates to close us out at 5:05 PM. #FS13 #timeflies""",Joy
So my dr said I can't drink coffee bc of my stomach ulcer... Umm no I can't do that! #addicted ☕️💕 (A)☕️💕 (B)☕️,Love
"Hmm... I really, really want (A) another coffee. But it's coming up on 3pm, I'm sick, and dehydrated. ((but i really want (B) a coffee!!) #decaf?",Desire
Coffee count: still 2 (although craving another) Word count: 313 Words expunged from previous draft: 500+ Good ideas: 1 #writingday (A),Other
Nichole said she talked to everyone who came through the drive thru at the coffee shop today as if she were batman. I'm crying. (A),Joy
@larshii Arabica Coffee sa Mcdo. Gashooong. The bittersweet taste of their coffee float. Maka tulo laway. Haha (A),Joy
Stop by freedom square from now until 3 and enjoy (A) some free coffee on behalf of the sisters o alpha omicron pi!,Joy
Breakfast consists of black coffee and 2 bottles of water #AnaBehaviour #diet #RefuseToFail (A) #StayStrong (B) #weightloss,Other
"After eating half to fridge, drinking too much water, coffee and juice and taking a walk I feel better. (A)",Joy
"@Bee36_ London got me addicted (A) to coffee I seriously can't get enough now, (B) used to never drink coffee before.",Desire
"RT @hannak_24: Just bought the elderly man behind me at Starbucks his coffee, it doesn't take much to make someone's day. (A) #WorthIt (B) #RAKE",Joy
“@WoWFactz: Women who consume atleast four cups of coffee daily are less likely to be upset or depressed.” This I gotta try.. (A),Other
"@Trading_Trend i've thought about this, what if you had to goto jail for 5 years and it auto rolled.. maybe then that coffee buy will work (A)",Other
Vindy lee is more addictive (A) than other girls! Yeahh! (B) RT @VindyLee #Coffee is more addictive (C) than weed! Woo!,Desire
"Mama just got coffee and when the waiter walked off she goes ""I like my coffee like I like my men, strong and black"" 😂 (A)",Joy
I literally wake up before 8 a.m. every morning....eat breakfast....make coffee....watch sports center... then start my day (A),Other
"""@Kohanchuk19: This 25 cent coffee from McDonalds reminds me of the ikea commercial ""start the carrrrrr"" (A) where's mine?some bf ur #sometimish",Joy
@Brewhouse_Bgo never :) (A) well…maybe for me as I’m an early coffee a day girl…but you can prob indulge(B) in later coffees! :) (C),Joy
"@MeBeTopher When you're in the middle of Nevada during a long road trip, any coffee is good, (A) no matter how its pronounced.",Desire
#sunny saturday#it's time for coffee with the girls..i love it (A) #finally nice fall weather. Please stay this way.,Love
*sitting on the couch with my coffee and the latest edit for the new issue of the Sound of Seattle feeling less &gt; (A) @BethGrant_FR @Steele_Ana,Other
